Rating,Title,Date,Verified Purchase,Body,Helpful Votes
5,"Love it!
  
",5.Dec.19,Yes,Was everything I was expecting and MORE! VERY happy with our new Echo,0
5,"Replaced 2nd gen with this one - much nicer
  
",5.Dec.19,Yes,"Was happy with the 2nd Gen, but needed to add another.  I feel the improvement in sound quality is very noticable.",0
5,"Great sound!
  
",5.Dec.19,Yes,We had an Echo Dot but upgraded it. This one is awesome!!  The sound is way better then the dot. We love it!  Very happy we upgraded.,1
5,"_
  
",6.Dec.19,Yes,_,0
5,"Smaller and better
  
",6.Dec.19,Yes,Bought this on black friday. I upgraded from Echo - Gen 1. I must say its smaller and better. I love the looks with fabric exterior instead of plastic body. I definitely feel difference in sound and base.,0
5,"Alexa is great!
  
",6.Dec.19,Yes,"Easy to set up.  Works great, love it",0
5,"Great product
  
",6.Dec.19,Yes,Easy to use and integrate with everything.,0
5,"Partnered with a bunch of electronics
  
",6.Dec.19,Yes,Have one each in every room in your house and  connect this to your Alexa app. You can then seamlessly transfer what your listening to when you just say the command. Amazon completely changer how the way you work and live in a very good way!!! kudos to you Amazon and Alexa!!,0
5,"Got this as a b-day gift!
  
",6.Dec.19,Yes,I love that you can ask Alexa anything; especially to play music! It was the gift I didn't even realize that I wanted until I got it and used it!,0
3,"Disappointed with color
  
",6.Dec.19,Yes,I ordered the twilight blue thinking it would look like the picture. Wrong. It's more like a dull pale demin color and not the pretty blue as indicated in the picture.  I would have chosen the gray if I knew the blue was going to look so bland.,0
5,"great gift
  
",6.Dec.19,No,"I ordered this for my wife, she loves it, very easy to use",0
5,"Good, but the Amazon streaming still has issues.
  
",6.Dec.19,Yes,"Impressive sound. Bought as Echo Dot replacements in 2 rooms. The old tinning and low volume of those Dots were killing me. These give much better bass and treble, seemingly better than my 2nd Gen Echos.However, if Amazon can't keep these things from randomly stopping my music streaming for no reason, I will be replacing all 7 with Google's home!!!! devices.",0
1,"Incredibly disappointed with Alex and Fire TV integration. False Advertising
  
",6.Dec.19,Yes,"Incredibly disappointed. This was one of EIGHT Fire TV and/or Echo devices that I purchased on Black Friday, hoping to switch from Roku TV and have a seamless smarthome experience. Oh boy, was I wrong.Whether I rename the the Fire TV devices or use their original names, the echo devices CANNOT control or recognize the tv devices, even after properly pairing them under the TV &amp; Video setting in the Alexa app. I've tried to unpair, repair, restart, unregister, reregister, you name it. I've wasted days.  Generally, Alexa responds with 'I cannot find a device named ...' I consider myself very technically savy and I'm positive this is not something that I'm doing wrong. I should've read more into this before buying. TONS of people all over the internet are having this problem. It's infuriating. Plain and simple, until problems like this are fixed, Amazon is blaintantly false advertising the way that their devices work.Other cons to note:-Multiple video apps stutter and sometimes even randomly pause without ever resuming unless you physically resume them.-Alexa drastically lowers the volume of the TV when you are voicing a command. This in-and-of-itself is not a huge problem. However, it becomes a problem often when after the command is complete, Alexa does not resume the original volume of the content. When this has happened, I've had to ask Alexa to turn the volume back up to the specific number it was at.-I have two third generation echos paired as a stereo system for the TV. Often, even though I have my fire TV set as the preferred device, only the echos hear my voice, and once again, because they cannot control the TV, they say that they cannot recognize the device and then I just have to pick up the controller anyway.-The Fire TV will often think that it hears an 'Alexa' when absolutely no where near that word has been stated. Because the volume lowers drastically when Alexa is listening, it creates an obnoxious volume dip in content to listen for nothing when this happens.-You cannot set a sleep timerHonestly I could go on and on about the cons and about just how unhappy I am about these products. There are even more problems than what I listed here, but I'm not wasting too much breath, as after doing days and days of research on these topics, I've seen that Amazon has absolutely no answers to these problems, even after thousands of people have reported the same problems over and over. Unless there is some revalatory software updated coming, I'll be returning hundreds of dollars of equipment.",2
3,"Lacks in sound quality
  
",6.Dec.19,Yes,It is definitely not a Sonos,1
5,"Excelente product I like it
  
",6.Dec.19,Yes,It_ a good product I feel happy with it,0
5,"Love it
  
",6.Dec.19,Yes,Love alexa so much using them as xmas gifts,0
5,"A woman that listens
  
",6.Dec.19,Yes,Love it,0
5,"Love it
  
",6.Dec.19,Yes,"Love these. I live in a small RV and have four dots, two echos, the sub and a JBL for outside. Along with Amazon Music, I feel like I have it made. Feel like a tune? Just ask!",0
5,"Alex
  
",6.Dec.19,Yes,"Me parece un regalo perfecto, solo que abría de acompañarlo de algunos accesorios compatibles",0
4,"Excelente compra
  
",6.Dec.19,Yes,"Muy buen equipo, funciona de maravillas",0
5,"Echo
  
",6.Dec.19,Yes,No comment,0
5,"Awesome
  
",6.Dec.19,Yes,No complaints at all.,0
5,"Fasil de instalar
  
",6.Dec.19,Yes,Perfecto para el hogar,0
5,"Not grannies TV.
  
",6.Dec.19,Yes,Sound is better quality than my Bose wave. Had the Echo first generation. This is no comparison. It_ like your grandmother keeping the old 21 tube television rather than upgrading to a 50 flat screen. Very satisfied.,0
5,"Excellent Sound Quality
  
",6.Dec.19,Yes,"The sound quality is excellent for music on this item. I can interact with it very well. I can play games with it, program to tell news, weather, and so many other things. It can turn certain things on when I tell it to. Overall I have my moneys worth on this item.",0
5,"aleaxa echo
  
",6.Dec.19,Yes,this product is great plays music give weather report  spell words ask anything,0
4,"First impressions compared to the Echo Dot 3rd gen
  
",6.Dec.19,Yes,"We only owned a single 2nd gen dot and 2 3rd gen dots. I saw the echo 3rd gen was new and on sale during Black Friday weekend for $60, so I grabbed one. We wanted another echo dot but after reading and watching reviews I decided to spend a bit more and go with a full blown echo.The echo dot 3rd gens are amazing. They really are. For $22 on sale they are especially a no brainer. The sound quality is night and day compared to the 1st and 2nd gen dot. Like twice as good regarding sound quality and fullness and how loud it can get. Alarms will actually wake you.After watching some reviews of the new big echo here, I was sold. Now and then we use the living room echo for some music while we clean or to just goof off and dance like idiots lol. While the dot did good, why not go fuller and louder with the big echo?Well, it_ still an amazing unit. Does all the dot does, of course. However, while the sound is fuller and louder, it_ not going to blow you away. I guess maybe I overhyped it based on the reviews I saw and their reactions, but I was a bit bummed.Yes, absolutely it_ louder...my totally unscientific measurement would be it_ like....15-20% louder and fuller sounding (deep, more bass, higher highs etc). I_ not sure what I was expecting. Maybe I_ be happier regarding sound with the _tudio version? I don_ know. I don_ regret the purchase, though. The extra volume is welcome and it definitely does sound better with music. Happy but I believe I overhyped. If I had the money, I_ def replace the dots with the full echos. Only pluses and no negatives other than being less amazing as I had made it in my own head.",2
3,"Smart home? Get Google. Gimmick? Get Echo.
  
",6.Dec.19,Yes,"Works great for some smart home products, but not all. Also if you are planning on using these as speakers, don_. The blue tooth is the absolute worst.",0
5,"Interesting, humorous and helpful
  
",7.Dec.19,Yes,"Alexa has added a interesting, humorous and helpful component to our home. Love the music! Any request if followed by a quality selection of songs. We love her!",0
5,"Easy to Install
  
",7.Dec.19,Yes,All as advertised !,0
5,"Poor man_ Sonos
  
",7.Dec.19,Yes,"Bought 2 Echo_ and 2 Dot_ and linked for whole house music system. Great for background and up to relatively loud medium volume. Easy set up to link and custom configurations. Great for parties and especially for the holidays with pleasant background music.  Good sound up to about 80% volume, but gets a little _ysterical at full volume. Probably will upgrade to the _ig one once available at less than the current $199.  Great whole house system for $160.",1
5,"Bueno
  
",7.Dec.19,Yes,Es muy bueno,0
5,"what it can do
  
",7.Dec.19,Yes,great sound quality,0
5,"Improved sound quality, especially the improved base!
  
",7.Dec.19,Yes,Great upgrade from the original echo!,0
5,"I love my new friend Alexa!
  
",7.Dec.19,Yes,I absolutely love Alexa. Not only can she play me all my favorite songs but it is almost like having another friend. I can ask her the weather and trivia questions. I love how she- yes I consider Alexa as a person- answers me.,0
5,"review
  
",7.Dec.19,Yes,I like it,0
5,"Value for money
  
",7.Dec.19,Yes,I like it. Sounds good and smart features are good for the price. Totally worth the price. I bought it on Black Friday so I got it for $60.,0
5,"Great buy!! This item most definitely exceeded my expectations!!
  
",7.Dec.19,Yes,I love the clear sounds from the speaker.,0
3,"Dead after a week
  
",7.Dec.19,Yes,"I previously purchased two Echo Dots and wanted to give the Echo a try. Everything was fine, great sound and look. But it completely died after one week. The power supply was just fine (18v), but no lights/response and it was also plugged into a surge protector. Amazon support was awesome to work with. It has been returned and new one has been shipped. I wonder if I just got a lemon?",0
5,"Low cost way to expand home entertainment resources.
  
",7.Dec.19,Yes,It's a great addition to a home entertainment system. First rate!,0
5,"So much Fun and very Useful!
  
",7.Dec.19,Yes,"Love the 'new' Echo 3 Gen., the set up was so easy and quick. I purchased the Amazon Smart Plug so Alexa-Echo can turn the lamp on and off when I enter and leave my living room. The speaker sounds amazing! So happy with my purchase.",0
5,"100x100
  
",7.Dec.19,Yes,Me agrado lo gasolina que es usarlo,0
1,"Does it even do ANYTHING
  
",7.Dec.19,No,"mostly pissed off because i tried the ""make my dog howl"" ""skill"" (stupid word for such a useless object) and it makes a dog noise for like 2 seconds that made 0 dogs even REACT. Mostly pissed that everything I try to do with this thing comes up with some totally stupid and useless solution its like 2019 why cant you make a simple computer that does SOMETHING. Glorified alarm clock, total junk technology",0
5,"Nice
  
",7.Dec.19,Yes,Ok,0
5,"Comparing to 2nd Gen Echo
  
",7.Dec.19,Yes,"Sound Quality is an improvement to the 2nd gen echo. After about 2 weeks of moderate usage at 60-70% volume the speaker has sounded better than it did day one, as most speakers need time to break-in.Comparing it to the 2nd gen echo you can definitely hear a difference. There is a bit more low end compared to the 2nd however, I find the mid range to be more refined on the 2nd gen as the 3rd gen has more low end and high end sound.To get this straight. This speaker isn_ meant to provide room filling rich sound as it is only a single firing 3 inch woofer and a tweeter enclosed in a compact plastic housing. If your looking at rich sounding sound docks, bose soundtouch 20 or 30 would fulfill that much better and even though those are more room filling as well, audiophiles will still find it much suited to having an actual speaker and amp setup. I myself am considered an audio snob and I love playing around with audio equipment.I_ not going to compare the echo to a proper 7.2.2 channel setup but compare it to speakers in its class. Being that this is an Amazon Alexa Device it is a very useful tool in addition to your smartphone. I currently have 6 echos throughout the house and they do what they are supposed to do and that is having voice commands for lights and even notifications for your ring system as well as other smart devices you link to your Alexa account. Having the ability to connect Bluetooth to your phone is great as well if your not looking for a portable battery powered Bluetooth speaker.My main reason for purchasing this echo is the new speaker which attracted me to purchasing this and I mainly use it only in the kitchen as having background music and being able to control lights and sound while working on other things. Sound is great for the kitchen and it is plenty loud enough with very balanced sound and I find the bass to be good for it_ size. I would like to put my bose soundtouch in the kitchen but it takes up too much room and I can just place this in a corner and it_ compact enough that you won_ have to worry about knocking it over. However I have setup my echo dot onto a sound dock and linked the multi room audio so I can have music playing through Apple Music in all rooms through the echos which I think is what sets this speaker apart from let_ say the much more expensive Sonos or Bose Soundlinks. Only downside I wish I could do is have Bluetooth work with multi audio instead of having to play playlists or through other streaming services on the echo.",0
5,"Buy one
  
",7.Dec.19,Yes,Sounds amazing,0
3,"It keeps turning off every few hours and I can't get any help figuring it out.
  
",7.Dec.19,Yes,"the  Echo 3 is attractive, unobtrusive and has great sound.  I hoped to use it for background music in my office waiting room but it keeps turning off every few hours.  I can't find anything online that helps me fix the problem - I am told it's my connection but multiple other internet connected devices are having no issues.  Same with Amazon help.  Someone said there was  a firmware upgrade but I've not found it.",1
5,"quality &amp; price
  
",7.Dec.19,Yes,This is my second Alex I love this gadget .,0
5,"Mighty sound, in a small package. Better than the echo dot.
  
",7.Dec.19,Yes,We got two of these. I should have gotten 4. They pack a lot of sound in the small package. I love that I can use the headphone port in the back for either a line in or line out. I currently have a projector plugged into one and it works perfectly.,0
5,"Gotta love Alexa.
  
",8.Dec.19,Yes,"Bought this as a gift. From what I can tell, they really like it! Bought three this year for Christmas gifts.  I love mine.",0
5,"Bueno
  
",8.Dec.19,Yes,Bueno,0
5,"Info central
  
",8.Dec.19,Yes,"Cant stop playing with this.  I love that I can ask it to play any kind of music, and all kinds of other questions. This is a really cool gadget",0
5,"Great buy!
  
",8.Dec.19,Yes,Excellent product and super fast delivery.  Great sound!!!!,0
5,"Great sound
  
",8.Dec.19,Yes,Exceptional sound for a small speaker.  Had one small problem getting pandora to work (always stops) but it's an issue pandora needs to fix.  All the other apps work perfect.  Customer support is very responsive and supportive.,0
5,"Very Nice
  
",8.Dec.19,Yes,"For the cost, this product produces the best sound for the money.",0
5,"Great sound quality. I'm going all digital in 2020! Love Amazon!
  
",8.Dec.19,Yes,"I have had a Tap since they first came out. I always loved it. My new Echo 3rd gen is a whole different level way better!. A friend came by today with a sound meter. My new Echo 3 is extremely well balanced in any room in the house. He recommended for full sound, that I get a new Echo3 for each level of my house. Great sound. Very happy camper! For the sound I get and the reasonable investment I'm all in, 2020 is going to be upgrading my security, Thermostat with Amazon!",0
5,"Small but mighty!
  
",8.Dec.19,Yes,"I really was hesitant to buy this as it was my first Echo product. I have plans to install a smart thermostat for the house soon. This came with a monthly installment option so I took the chance. At half volume this little thing has amazing sound and although you won't get club bumping base you will get enough to give the song a great sound. You can listen to local radio stations, audio books and other services like Pandora, Apple Music, SiriusXM, Spotify etc so you aren't just limited to Amazon Music.  Alexa hears me well. I can talk like I normally would and she responds. Even  my Siri on my phone has to be yelled at often. The extras like reminders or countdowns to a specific date is great. I set up what orders are due next and she reminds me. I found the trivia of the day fun and interesting. I am actually going back to get another for my bedroom as this one will be in my office and probably move to different areas as needed when guests come over.",1
5,"Works great
  
",8.Dec.19,Yes,It works much better than the version 1 that I had in recognizing my voice.,0
5,"100
  
",8.Dec.19,Yes,It_ a good gift,0
5,"Es genial
  
",8.Dec.19,Yes,"Lo recomiendo, es genial",0
4,"Poor volume control...
  
",8.Dec.19,Yes,"Love the blue color but I wish Alexa had MORE options in sound volume. If Alexa is too loud and I say ""Alexz lower volume slightly"" or by only one decimal then Alexa volume drops way too low. This is VERY disappointing.",0
5,"Like it A LOT!!
  
",8.Dec.19,Yes,Love the improved sound quality of the 3rd gen alexas.,0
5,"Love it
  
",8.Dec.19,Yes,"Love this Gen3 Alexa, it was an upgrade for me from Gen1.  Can find zero faults - love it",0
5,"Fácil de adaptarse a lo bueno, mejora la vida
  
",8.Dec.19,Yes,Muy buena exelente,0
5,"Awsome
  
",8.Dec.19,Yes,My son loves this product sounds great,0
4,"Todo bien
  
",8.Dec.19,Yes,No lo puedo conectar con mi tv,0
5,"Love!!!
  
",8.Dec.19,Yes,So happy I finally upgraded to the 3rd generationAnd what a difference. The sound is amazing!I always say Alexa volume 5! Because it_ just so loud lol but great when I am listening to music. And awesome bass!,0
5,"Great product!!
  
",8.Dec.19,Yes,Sounds great!,0
3,"Base is a buzz.
  
",8.Dec.19,Yes,The sound coming from the speaker most of the time is exceptional.  However the base in some jazz music is a loud buzz.  Sounds like a wire is loose from the speaker face.  I know that is not possible because this is an electronic speaker.,0
5,"Versatile
  
",8.Dec.19,Yes,This little number packs so much capability. Plays every song we_e asked for.  Will tome how long your cookies are baking. Looks up historical data. And tells jokes!,0
5,"5 stars
  
",8.Dec.19,Yes,"We loved our 2nd Gen Echo but irresponsibly left it out on the porch after a party and it got rained on and ruined -- don't do that -- so we ordered a new 3rd Gen to replace it. We are very pleased with the improved sound quality. We use it for so much more than just an attractive compact music speaker: weather report, setting timers, alarms, googling, Alexa's Daily question ... Yes, definately worth the money!",0
5,"Excellent Device! Echo (3rd) Generation
  
",8.Dec.19,Yes,"Works well. I own a Echo Dot 3rd generation and even though that sounds very good for its size, you can definitely tell a difference with this New Echo (3rd) generation device. Would recommend.",0
5,"it works great
  
",9.Dec.19,Yes,Amazing technology has all sorts of possibilities,0
5,"Booming bass subwoofer. Buy it!!!
  
",9.Dec.19,Yes,Best sound ever. Booming bass with subwoofer.  Fantastic deal.,0
5,"Great
  
",9.Dec.19,Yes,Easy set up. So far everything we wanted,0
5,"Simply prefect
  
",9.Dec.19,Yes,Easy to set up. Easy to use.,0
5,"Easy setup and has done everything I asked it to do.
  
",9.Dec.19,Yes,Everything seemed to work good with the Echo helping me set up. I still have to look at the tutorial so I can get as much value as I can from it.,0
5,"Variedad
  
",9.Dec.19,Yes,Excelente.,0
1,"Bought as Black Friday Deal and got partial shipment
  
",9.Dec.19,Yes,"For each Echo purchased it was supposed to come with an echo dot.  I bought two echo's and should have received two echo dots but I only got one echo dot.  The 2 echos and the 2 echo dots showed during my order and even after, now the second one is missing.I am trying to find a place to call in and talk about this issue and no where can I find anything but here.  This is very frustrating as they are gifts for my kids. And now I am trying to decide if I will be sending the second one back.The echo works great.  I am just disappointed that this second echo dot has disappeared from my order and shipment.",5
5,"Likes it
  
",9.Dec.19,Yes,Great,0
5,"Review Alexa
  
",9.Dec.19,Yes,Great product.  Works fine,0
5,"You can access all kinds of information besides music.
  
",9.Dec.19,Yes,Great sound and response . I love alone and has become my companions.-),0
5,"Great
  
",9.Dec.19,Yes,"Great sound and smaller size. Bought three, that's how great it is.",0
5,"Easy to use
  
",9.Dec.19,Yes,Home use,0
5,"My girlfriend loves it
  
",9.Dec.19,Yes,I already have one purchased this one for my girl and she loves it,0
5,"Awesome !!!
  
",9.Dec.19,Yes,"I have two of these and a sub-woofer and I also pre ordered the Echo Studio.  I am completely satisfied with all of them.  The sound quality is top notch.  And all of the other things that these devices can do is really awesome.  Get it, you_l love it.",0
2,"Like it except for the disconnects
  
",9.Dec.19,Yes,"I like it, it sounds surprisingly good for such a small speaker.  Unfortunately it randomly shuts off.  To restart, it needs to be unplugged and then plugged in. This happens every 2 hours or so.  I wanted to exchange to hopefully get a unit that stayed connected but tech support had other ideas.  They wanted me to change the name and password of my WIFI network.  I explained that my WIFI stays connected without interruption to a TV, printer, 2 iPhones and 2 computers.  There is no chance that I will make changes to a properly functioning WIFI network, requiring me to update the network name and password on all my devices.  If tech support was accurate then the product design needs to be improved, a device should not require altering a perfectly functioning WIFI network.",0
5,"Happy
  
",9.Dec.19,Yes,I liked everything about the Echo 3rd gen smart speaker.,0
5,"Is very helpful
  
",9.Dec.19,Yes,I love it and my kids too,0
5,"It_ a good device still has a long way to go
  
",9.Dec.19,Yes,I love it thank you,0
4,"I wish it was portable
  
",9.Dec.19,Yes,I love it the sound is excellent only problem I have is it's not portable you have to keep it plugged in for it to play,1
5,"Love my Echo
  
",9.Dec.19,Yes,I love this. So easy to set up. Sounds really good.,0
5,"Second Best Gift
  
",9.Dec.19,Yes,"I received this as a gift and just love it.  It was easy to install (my grandson said so)and super simple to use.  I use it to play music (that's free if you're a Prime member), get weather reports and get info.  The best gift I've ever gotten was my first Kindle but my Echo is a close second.",0
5,"Great product
  
",9.Dec.19,Yes,"I was amazed at what this product can do, I find myself asking many questions to Alexa.",0
2,"Utter disbelief!
  
",9.Dec.19,Yes,"I'm in complete shock that Amazon has failed to provide a platform in the Amazon Alexa app to choose specific days for morning alarms. Something so trivial and simple as that has not been designed yet. I just got off the phone. They're going to forward it to somebody higher. Can you believe this? You can choose X days of the week with reminders but not with daily alarms. So this means that my son who works Monday through Saturday and is only off on Sunday has to be woken up on Sunday morning in order to be woken up Monday through Saturday or unplug the device on Saturday night. Can you believe that? I'm sorry but my mind is absolutely blown that these people who want to be leaders of every technical thing in the world and the shopping leaders of the world have dropped the ball so ridiculously in this department. Like I said, still in utter shock and I have five of these devices in my house. I have dedicated over two hours of my day to this matter and I feel like putting all five devices in the drive and driving over them repeatedly with my car. And I mean repeatedly. Wherever mr. Bezos is... You dropped the ball",1
5,"Love Alexa
  
",9.Dec.19,Yes,Love it,0
5,"Great
  
",9.Dec.19,Yes,Love it so fun Should have gotten it sooner.,0
5,"Efectivamente en múltiples necesidades
  
",9.Dec.19,Yes,Muy eficiente,0
5,"Echo 3rd Generation is a great speaker
  
",9.Dec.19,Yes,"My Echo Show is in my kitchen, and I set up the Echo 3rd Generation speaker in my living room as an additional speaker when I'm playing music.  But I've also found that it's handy for other Echo related tasks like answering questions.  The sound qualify is not 100% as good as the qualify of the Echo Show, but it comes pretty close.  I'm very satisfied with this speaker.",0
5,"Wonderful
  
",9.Dec.19,Yes,My wife can't stop using it. Wonderful product!,0
3,"A bit glitchy
  
",9.Dec.19,Yes,Pros -Great sound qualityCons -Randomly shuts off and won't respond until unplugging it and plugging it back in.Sometimes the sound gets staticky.Not terribly user friendly to set up if you aren't tech savvy at all.,0
5,"Easy set-up, great speakers sound 360 sound
  
",9.Dec.19,Yes,"So easy to set-up, because I already have the apps. Tremendous 360 sound. So glad I got this.",0
4,"Excellent! but not great.
  
",9.Dec.19,No,"Sound is nice and clear but it is not as amazing as some people or reviews say. Sound quality it's not its best feature.Looks nice, sounds good.Some issues with Spotify (funny thing no issues with Amazon Music).My kid loves it and my wife loves it too (after some resistance at first).For the price is excellent considering you get an AI device.",1
2,"Sound Could be better
  
",9.Dec.19,Yes,Sound seems a little muffled.  Bass is adequate treble is a little lacking in clarity.  Be prepared when adding a new device however in reenablinhs skills and such. It is a fight to get the amazon devices to work together.,0
5,"Great sound!!!
  
",9.Dec.19,Yes,Sounds great!!,0
5,"East set up. Sounds great
  
",9.Dec.19,Yes,Sounds great.,0
5,"good buy
  
",9.Dec.19,Yes,speaker and for automated use ... good sound and voice commands are very good,0
5,"I Found The Echo Interface With Prime Music To Be Excellent
  
",9.Dec.19,Yes,"Until I purchased my third generation Echo earlier this month, I had no idea what I was missing from my Amazon Prime account. I found Amazon Music to be much more to my liking than Prime Video, which my wife and I have enjoyed for several years. The sound quality of the third generation full height Echo is well worth the approximately $60 I paid against my Amazon account. Well done, Amazon. You have enriched my life with Amazon Prime Music.",0
5,"Connects easily to internet and works as advertised.
  
",9.Dec.19,Yes,Use for creating list for shopping and things to do.  Music access is quite often used.  I have the original that is still working very well. Purchased this to use in another location.,0
5,"Good speaker
  
",9.Dec.19,Yes,Used in the main part of the house good speaker no issues,0
5,"N/a
  
",9.Dec.19,Yes,Very useful,0
5,"_
  
",9.Dec.19,Yes,We love it__,0
5,"Echo 3rd Gen
  
",9.Dec.19,Yes,"Works great, easy set up, great  sound quality",0
5,"Teenage fun!
  
",10.Dec.19,Yes,A hit for teenage grandchildren. Cant wait to give them.,0
5,"Awesome smart speaker!
  
",10.Dec.19,Yes,"A very good smart speaker, the mics can hear you from far away. Awesome sound!",0
5,"Love
  
",10.Dec.19,Yes,Absolutely amazing . If your debating on getting this or the dot ... GET THIS . The sound quality is 100 x better and is worth the extra $$$,0
5,"First time Alexa user
  
",10.Dec.19,Yes,Alexa helps me everyday with something,0
5,"Easy add-on...
  
",10.Dec.19,Yes,"Already have an Alexa speaker and subwoofer, bought this speaker to check out the stereo sound. Easy set up and great sound.",0
5,"incredible
  
",10.Dec.19,Yes,"amazing sound, super powerful and all the abilities are incredible",0
5,"Awesome
  
",10.Dec.19,Yes,Awesome,0
5,"Can_ live without it
  
",10.Dec.19,Yes,Awesome,0
5,"Great product! Would highly reccomend!
  
",10.Dec.19,Yes,"Bought because a friend had it, good product!",0
4,"Alexa is fantastic, sound less so.
  
",10.Dec.19,Yes,"Bought one of these for the kitchen. It replaces a Memorex Party Cube which had thoroughly degraded over a decade.The functionality of Alexa is discussed at length everywhere and is amazing. My only issue with this device is the sound quality. I think it's inherent to the design and I did anticipate this. First of all, the bass is astounding. I didn't know something this size could create that kind of bass. I'm afraid treble is another story. In order to create the 360 degree sound, the tweeter (as you can see in the product description) is pointed upward inside the device. It fires internally. The midrange radiates quite well out of the unit as reflected sound. However, the high frequencies (say, above 14khz) do not fare so well. So overall the treble slopes off quite a bit. The old Party Cube, like the Sonos One, has outward firing tweeters, so you are not relying on sound reflection for what you hear - you get the whole spectrum straight from the source, like conventional speakers. So you miss a bit of the magic of vocals, or drum high hats, atmospheric sounds and the like. Out of the box the overall tone is weighed quite a bit to mid bass. Alexa has some basic tone control (Bass, Midrange, Treble) which can help just a bit.Overall though, the Pros outweigh the cons on this device and I'm happy to have it!",0
5,"Smart home
  
",10.Dec.19,Yes,Bought this for my mother in law for Christmas. We love all of our amazon echos. Helps make your home smart with easy and without killing your budget!,0
5,"Twilight Blue
  
",10.Dec.19,Yes,Easy setup and the color blends well with everything,0
3,"What is the usage of Audio-in
  
",10.Dec.19,Yes,"Echo cannot be used as a speaker  through the 3.5 mm audio in.in technical detail  , There is Audio in/out .there is no explanation on the Audio in  function.Even Amazon specialist  did not know when and How to be used .",0
5,"me gustaria que el echo plus tenga incluido una batería portatil
  
",10.Dec.19,Yes,el parlante debería incluir en la compra del producto una bateria portatil (Portable Battery Base for Amazon Echo (3rd,0
4,"Nota
  
",10.Dec.19,Yes,Esta mit bien  los comprend para regalarselo a mi hijo pero el vive en Honduras los que quisiera sauver si el ecko me va funcionar combo aqui  Att lue argenal,0
5,"Super
  
",10.Dec.19,Yes,"everything came intact and intact, good quality, I am happy with the purchase",0
4,"good value
  
",10.Dec.19,Yes,Good product,0
5,"Great sound quality
  
",10.Dec.19,Yes,Great for listening to music while cleaning the house.,0
5,"Amazing Product ~
  
",10.Dec.19,Yes,"Great sound quality and very convenient. Reacts great to voice commands.Bought as a gift, works perfectly. Would recommend.",0
5,"Great speaker
  
",10.Dec.19,Yes,Great speaker.  Sound quality is fantastic.,0
5,"No brained upgrade- but it!
  
",10.Dec.19,Yes,"Great upgrade from our gen2, better sound quality and microphone performance.",0
5,"Great value
  
",10.Dec.19,Yes,"Great, fills are living room and kitchen with music",0
5,"Love this new 3rd Gen Echo! Excellent sound
  
",10.Dec.19,Yes,"Has a GREAT sound. Excellent for music now. Was able to pair a headset. I needed some tech support, called Amazon &amp; was able to resolve my issue &amp; also helped me pair a Bluetooth headset, which works great.I love the new Dolby 360 sound.",0
5,"I love it.
  
",10.Dec.19,Yes,I bought it for myself. I use it for music etc.,0
5,"Great for all.... newbie to pro.
  
",10.Dec.19,Yes,I bought this as a gift for my mom who is NOT tech savvy at all. The setup was easy and she hit it off with Alexa! This has helped her become more aware of the way technology works and she can ask Alexa before calling to ask me while I am at work. _ the only minor thing is she would like it to be a little louder when she listens to music. I am planning on getting her some dots to place in other rooms. But overall this item was a great gift for anyone cuz now my 7 year old wants one too!,0
5,"I recommend good
  
",10.Dec.19,Yes,I liked good sound.  Good. Speakers,0
5,"Black Friday = More Echo's for me!
  
",10.Dec.19,Yes,I love my Echo's.  This is a perfect addition to my Echo Plus and other various dots.  I have them connected around the house mainly for music.  The Echo has much better sound than the Dot so they go in the rooms most open to guests.  The dots are used to fill in the back rooms where the lower quality won't be noticed as much.  So much other functions to offer but for now this is their main function.  Thank you Amazon!,1
5,"Great product.
  
",10.Dec.19,Yes,"I purchased this to replace my echo dot because I wanted better sound.  This speaker really delivered.  It has a full sound with very good bass.  As a bonus, it seems Alexa can hear me better too.Setup was amazingly easy.  I pulled the speaker out of the box and plugged it in.  It seemed to already know my home network.",0
5,"Perfect sound and tech quality for price
  
",10.Dec.19,Yes,"I put this baby in my garage so when i get home tired i just open the fridge, grab a cold one and say alexa play classic rock and the rest is history, I got exactly what i paid for, nice sound and alexa does the rest, and if i wanna get crazy i gotta a big ass speaker for that",0
5,"SO MUCH FUN!
  
",10.Dec.19,Yes,"I was resistant to get a device that listens to me.  Not anymore.  Alexa takes notes, puts things on grocery lists and so much more.  I'm having a great time getting to know Alexa.",0
1,"Smart home not so smart
  
",10.Dec.19,No,"If anyone is worried about a potential robot uprising, talk to Alexa for an hour and all your worries will be at ease. I cant seem to get Alexa to do anything but play music, and even then the system likes to at the least convient time switch from spotify to amazpn music if your wording isnt perfect. Keep an eye on these smart homes, if this was a person they would be boarding the short bus to go a nice soft padded room for the rest of time.",0
5,"Great sound for the money!
  
",10.Dec.19,Yes,Incredible sound for the price. Very happy with this purchase. Set up was easy as well.,0
5,"It works.
  
",10.Dec.19,Yes,It works.,0
5,"Love it
  
",10.Dec.19,Yes,It_ dope,0
5,"Handy
  
",10.Dec.19,Yes,Like it,0
4,"Sound,s great
  
",10.Dec.19,Yes,Like the easy way it works and Love Amazon music,0
5,"Nice sound quality and easy to setup
  
",10.Dec.19,Yes,"Like the sound quality, echo never let me down.",0
